ID,country,owner_age,attitude_stable_business_environment,attitude_worried_shutdown,compliance_income_tax,perception_insurance_doesnt_cover_losses,perception_cannot_afford_insurance,personal_income,business_expenses,business_turnover,business_age_years,motor_vehicle_insurance,has_mobile_money,current_problem_cash_flow,has_cellphone,owner_sex,offers_credit_to_customers,attitude_satisfied_with_achievement,has_credit_card,keeps_financial_records,perception_insurance_companies_dont_insure_businesses_like_yours,perception_insurance_important,has_insurance,covid_essential_service,attitude_more_successful_next_year,problem_sourcing_money,marketing_word_of_mouth,has_loan_account,has_internet_banking,has_debit_card,future_risk_theft_stock,business_age_months,medical_insurance,funeral_insurance,motivation_make_more_money,uses_friends_family_savings,uses_informal_lender,Target
ID_LNOLBA,malawi,19,Don’t know or N/A,No,Yes,No,Yes,350000,200000,4000000,3,,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,Yes,No,Yes,No,,Yes,Yes,No,Never had,Never had,Never had,Yes,,,,Yes,,,Medium
ID_SOTN9U,eswatini,64,Yes,No,No,No,Yes,3500,1700,2400,7,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,,2,Never had,Never had,,Never had,Never had,Low
ID_PG2MIR,malawi,32,No,No,No,No,No,100000,30000,50000,4,,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,,Yes,No,No,Never had,Never had,Never had,No,,,,Yes,,,Low
ID_I2RT8U,zimbabwe,22,Yes,No,No,Don't know,Yes,150,18000,36000,1,Never had,,,No,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",Don't know,No,No,No,,,,,,,Yes,3,Never had,Never had,,,,Low
ID_811ID0,lesotho,43,Yes,No,No,No,No,300,300,600,4,Never had,Have now,,,,,,,,,,,No,Yes,No,Yes,,,,,,,,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_F89X22,eswatini,37,Yes,No,No,Yes,No,3000,1500,2500,3,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Yes,Yes,No,Yes,Yes,,Yes,Never had,Never had,Have now,,3,Never had,Never had,,Never had,Used to have but don’t have now,Low
ID_WSU536,zimbabwe,58,Yes,No,No,Yes,Yes,150,240,960,23,Never had,,,Yes,Male,"Yes, sometimes",No,Never had,No,Yes,No,No,No,,,,,,,No,0,Never had,Never had,Yes,,,Low
ID_Q4TP1N,eswatini,26,Yes,No,Yes,No,Yes,2500,3000,5500,1,Never had,Have now,Yes,Yes,Female,No,No,Never had,"Yes, always",No,Yes,No,Don't know,Yes,Yes,Yes,Have now,Have now,Have now,,6,Never had,Never had,,Never had,Never had,High
ID_EHKX6F,zimbabwe,36,Yes,Yes,No,Don't know,Don't know,10,24,120,0,Never had,,,No,Female,"Yes, sometimes",No,Never had,No,Don't know, Do not know / N‎/A,No,No,,,,,,,No,3,Never had,Never had,Yes,,,Low
ID_8M46H4,malawi,33,Don’t know or N/A,No,No,Don't know,Don't know,540000,150000,540000,4,,Never had,No,Yes,Female,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,Yes,No,,Yes,Yes,No,Never had,Never had,Never had,Yes,,,,Yes,Never had,Never had,Low
ID_JTB8QO,eswatini,69,Yes,Yes,No,Yes,Yes,500,600,800,12,Never had,Never had,Yes,No,Female,No,No,Never had,No,Yes,No,No,No,No,Yes,Yes,Never had,Never had,Never had,,8,Never had,Have now,,Never had,Never had,Medium
ID_UECPNC,eswatini,39,No,Yes,No,Yes,Yes,1500,500,800,5,Never had,Never had,0,Yes,Female,No,Yes,Never had,No,Yes,Yes,No,No,No,Yes,Yes,Never had,Never had,Never had,,3,Never had,Never had,,Never had,Never had,Low
ID_14DYMW,malawi,34,No,Yes,No,No,Yes,90000,1000000,1080000,21,,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,No,No,Yes,No,,Yes,Yes,No,Never had,Never had,Never had,No,,,,Yes,,,Low
ID_E9PN93,malawi,32,Don’t know or N/A,No,No,No,Yes,200000,26000,32000,12,,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,No,No,Yes,No,,Yes,Yes,Yes,Never had,Never had,Never had,Yes,,,,No,,,Low
ID_SAUE16,zimbabwe,42,No,No,No,Yes,Yes,120,720,2160,10,Never had,Have now,,Yes,Female,No,No,Never had,"Yes, always",No,Yes,No,No,,,,,,,Yes,5,Never had,Never had,,,,Low
ID_38DALY,eswatini,59,Yes,No,Yes,No,Yes,30000,180000,360000,30,Never had,Never had,Yes,Yes,Female,No,Yes,Never had,"Yes, sometimes",No,Yes,No,Yes,Yes,Yes,,Never had,Never had,Never had,,11,Never had,Have now,,Never had,Never had,Medium
ID_0YS1SB,malawi,25,Yes,No,No,No,No,840000,250000,10080000,7,,Have now,Yes,Yes,Male,No,Yes,Never had,Yes,No,Yes,No,,Yes,No,Yes,Never had,Never had,Never had,Yes,,,,No,,,Low
ID_Y9HXB6,zimbabwe,39,Don’t know or N/A,Yes,Don’t know,No,Yes,,,,2,Never had,,Yes,Yes,Male,No,No,Never had,No,No,Yes,No,No,,,,,,,No,1,Never had,Never had,,,,Low
ID_GTQMOR,lesotho,27,Yes,No,No,Yes,Yes,1500,30,1000,0,Never had,,,,,,,,,,,,Don't know,Yes,No,Yes,,,,,,,,Yes,Never had,Used to have but don't have now,Low
ID_XVT532,zimbabwe,52,Yes,No,No,Don't know,Yes,300,1200,2400,20,Never had,,,No,Male,"Yes, sometimes",No,Never had,"Yes, always",Don't know,Yes,No,Yes,,,,,,,Yes,6,Never had,Never had,,,,Low
ID_3BL99L,zimbabwe,41,Yes,Yes,No,No,Yes,700,6000,8400,25,Never had,,,No,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,Yes,,,,,,,No,2,Never had,Never had,,,,Low
ID_RY3IGW,eswatini,37,Yes,No,No,No,Yes,1000,10000,25000,13,Have now,Never had,0,Yes,Male,No,Yes,Never had,"Yes, sometimes",No,Yes,Yes,Yes,Yes,,,Never had,Never had,Never had,,2,Never had,Never had,,Never had,Never had,Medium
ID_UVDI0I,zimbabwe,40,No,Yes,Yes,Yes,Yes,140,5400,7200,0,Have now,Have now,Yes,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,Yes,No,,,,,,,Yes,4,Never had,Have now,,,,Medium
ID_URTP0L,eswatini,55,Yes,No,No,No,Yes,1500,33000,67500,2,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,Don't know,Yes,Yes,Yes,Never had,Never had,Never had,,2,Never had,Have now,,Never had,Never had,Medium
ID_5CFV2V,eswatini,41,No,No,No,Yes,Yes,1000,1500,3500,4,Never had,Have now,Yes,Yes,Male,No,No,Never had,No,Yes,No,No,No,Yes,Yes,Yes,Have now,Never had,Never had,,8,Never had,Never had,,Never had,Never had,Medium
ID_8JVH7U,eswatini,55,No,No,No,Yes,Yes,200,150,480,3,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Never had,No,Yes,No,No,No,No,,Yes,Never had,Never had,Never had,,1,Never had,Never had,,Never had,Never had,Low
ID_E6P5ON,zimbabwe,23,No,Yes,No,No,Don't know,30,720,1920,4,Never had,Have now,,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Don't know,Yes,No,No,,,,,,,No,8,Never had,Never had,,,,Low
ID_JRYQJQ,zimbabwe,48,Yes,Yes,No,No,Yes,4300,2500,7000,12,Never had,Have now,,Yes,Female,"Yes, always",Yes,Never had,"Yes, sometimes",No,Yes,No,No,,,,,,,No,0,Have now,Have now,,,,Medium
ID_TE92SR,eswatini,34,Yes,No,Yes,Yes,Yes,6000,2200,2800,5,Never had,Never had,0,Yes,Male,"Yes, always",Yes,Never had,"Yes, always",No,No,No,No,Yes,,Yes,Never had,Have now,Never had,,4,Never had,Have now,,Never had,Never had,Medium
ID_UOV6TT,eswatini,39,Yes,Yes,No,Yes,Yes,700,400,2000,3,Never had,Never had,0,Yes,Female,No,Yes,Never had,"Yes, sometimes",No,Yes,No,Don't know,Yes,Yes,Yes,Never had,Never had,Never had,,0,Never had,Never had,,Never had,Never had,Low
ID_I47C9U,lesotho,62,No,Yes,No,No,Yes,12000,2000,4500,2,Never had,,,,,,,,,,,,Don't know,No,No,Yes,,,,Yes,,,,Yes,Never had,Used to have but don't have now,Medium
ID_4KJ1MN,zimbabwe,24,No,Yes,No,No,No,600,3600,3600,6,Never had,,,Yes,Female,No,No,Never had,No,No,Yes,No,Yes,,,,,,,No,8,Never had,Never had,,,,Low
ID_9CWQQ2,lesotho,46,Yes,No,No,Yes,No,3000,1500,2000,30,Never had,Have now,,,,,,,,,,,No,Yes,No,Yes,Have now,Used to have but don't have now,Have now,,,,,Yes,Never had,Used to have but don't have now,Low
ID_0DQD29,lesotho,28,No,Yes,No,Yes,No,9000,7800,10000,7,Never had,Have now,,,,,,,,,,,No,Yes,No,Yes,Used to have but don't have now,Have now,Have now,,,,,No,Used to have but don't have now,Used to have but don't have now,Low
ID_VLHAG1,zimbabwe,30,Yes,Yes,No,Don't know,Don't know,60,3000,4320,2,Never had,,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,Don't know, Do not know / N‎/A,No,No,,,,,,,Yes,8,Never had,Never had,,,,Low
ID_XZJFY4,eswatini,41,No,No,Yes,No,No,800,2000,2600,5,Never had,Never had,0,Yes,Female,No,No,Never had,"Yes, always",Yes,No,No,No,Yes,Yes,,Never had,Never had,Never had,,6,Never had,Never had,,Never had,Never had,Medium
ID_8OJGZA,eswatini,40,Yes,No,No,Don't know,Yes,5000,35000,94000,2,Never had,Have now,0,Yes,Male,No,No,Never had,"Yes, sometimes",Yes,Yes,No,Don't know,Yes,Yes,Yes,Have now,Have now,Have now,,9,Never had,Never had,,Never had,Never had,Medium
ID_4C3208,zimbabwe,38,Yes,Yes,No,No,Yes,100,960,960,2,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,Yes,,,,,,,Yes,6,Never had,Have now,Yes,,,Medium
ID_SX0BJC,lesotho,58,Yes,Yes,No,No,Yes,3000,1500,2500,1,Never had,Have now,Yes,,,,,,,,,,Don't know,Yes,Yes,Yes,,,,Yes,,,,No,Never had,Used to have but don't have now,Low
ID_T2G431,malawi,37,No,Yes,No,No,Yes,560000,3600000,6720000,10,,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,Yes,No,Yes,No,,No,No,No,Have now,Never had,Have now,Yes,,,,Yes,Never had,Never had,Medium
ID_XSVOLT,lesotho,47,Yes,No,No,No,No,97,97,97,13,Have now,Have now,,,,,,,,,,,No,Yes,Yes,Yes,Have now,Have now,Have now,,,,,No,Have now,Never had,Low
ID_YWT3HK,lesotho,37,No,No,No,No,Yes,1900,700,1200,3,Never had,Have now,,,,,,,,,,,No,Yes,No,Yes,,,,Yes,,,,Yes,Used to have but don't have now,Never had,Low
ID_1SAGML,lesotho,63,Yes,No,No,Yes,Yes,250,145,400,1,Never had,,,,,,,,,,,,No,Yes,No,Yes,,,,,,,,Yes,Have now,Used to have but don't have now,Medium
ID_7LRKHT,malawi,42,Don’t know or N/A,No,No,No,Yes,450000,9000,10000,4,,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,No,No,Yes,No,,Yes,No,No,Never had,Never had,Never had,No,,,,Yes,Never had,Never had,Low
ID_UPZ4SB,zimbabwe,38,Yes,No,No,No,Yes,2300,,,3,Never had,,,No,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,No,,,,,,,No,0,Never had,Have now,,,,Medium
ID_2Y4IX0,malawi,35,Don’t know or N/A,No,No,Yes,Yes,200000,72000,120000,3,Have now,Have now,Yes,Yes,Female,No,Yes,Never had,No,No,Yes,No,,Yes,Yes,No,Never had,Never had,Never had,Yes,,Used to have but don't have now,Never had,Yes,Never had,Never had,Medium
ID_F3QW2K,malawi,35,No,Yes,No,Yes,Yes,620000,8000,20000,19,,Have now,No,Yes,Male,No,Yes,Never had,Yes,Yes,Yes,No,,Yes,No,No,Never had,Never had,Never had,No,,,,Yes,Have now,Never had,Low
ID_1SSTCF,malawi,28,Yes,No,No,Don't know,Don't know,75000,200000,9000000,7,,Have now,No,Yes,Male,"Yes, sometimes",Don't know,Never had,Yes,Don?t know / doesn?t apply,No,No,,Yes,Yes,Yes,Never had,Never had,Have now,Yes,,,,No,Never had,Never had,Medium
ID_SLWEUZ,malawi,45,Don’t know or N/A,Don’t know or N/A,No,Don't know,Yes,100000,5000,20000,4,,Never had,Yes,Yes,Male,"Yes, sometimes",No,Never had,No,No,Yes,No,,Don't know,No,No,Used to have but don't have now,Never had,Never had,No,,,,Yes,Have now,Used to have but don't have now,Medium
ID_KKVP2M,lesotho,34,No,No,No,No,Yes,500,300,500,13,Never had,Have now,,,,,,,,,,,Yes,No,Yes,,,,,,,,,No,Have now,Used to have but don't have now,Medium
ID_OOIIUH,malawi,44,No,No,No,No,No,120000,80000,120000,,,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,Yes,Yes,No,,Yes,Yes,No,Never had,Never had,Never had,Yes,5,,,Yes,,,Low
ID_V1RDNF,eswatini,36,Yes,Yes,No,No,Yes,8000,12000,20000,3,Never had,Have now,Yes,Yes,Male,No,Yes,Never had,"Yes, sometimes",No,Yes,No,Yes,Yes,Yes,Yes,Never had,Never had,Have now,,7,Never had,Never had,,Never had,Never had,Low
ID_8R5P03,eswatini,65,Yes,No,Yes,No,Yes,6000,11000,20000,8,Never had,Have now,Yes,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,,5,Have now,Never had,,Have now,Never had,High
ID_6J9RUF,malawi,30,Don’t know or N/A,No,No,Don't know,Don't know,50000,30000,50000,5,,Never had,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,,Yes,No,No,Never had,Never had,Never had,Yes,,,,Yes,,,Low
ID_20TSGT,zimbabwe,26,Yes,No,No,Don't know,Don't know,70,120,3600,3,Never had,,,No,Female,"Yes, sometimes",Yes,Never had,No,Don't know,No,No,No,,,,,,,No,0,Never had,Never had,,,,Low
ID_NBNAFN,zimbabwe,66,No,No,No,Don't know,Yes,100,576,1536,20,Never had,,Yes,No,Female,"Yes, sometimes",No,Never had,No,Don't know,Yes,No,No,,,,,,,No,0,Never had,Never had,Yes,,,Low
ID_9VMHVR,malawi,27,No,Yes,No,No,Yes,30000,80000,365000,5,,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,No,No,Yes,No,,No,Yes,No,Never had,Never had,Never had,No,,,,No,,,Low
ID_UPWCKH,eswatini,56,Yes,No,No,Don't know,Yes,7000,7986,12500,6,Never had,Have now,Yes,Yes,Male,No,Yes,Never had,"Yes, sometimes",Don't Know,Yes,No,No,Yes,Yes,Yes,Have now,Never had,Never had,,2,Never had,Used to have but don’t have now,,Never had,Never had,Medium
ID_GAE9DR,malawi,21,Don’t know or N/A,No,No,No,Yes,350000,3000000,4800000,1,,Have now,Yes,No,Male,No,No,Never had,No,No,Yes,No,,Don't know,Yes,No,Never had,Never had,Never had,No,,,,No,,,Low
ID_1BFW7J,lesotho,41,No,Yes,No,Don't know,No,450,20,90,0,Never had,,,,,,,,,,,,Don't know,Yes,No,Yes,,,,,,,,No,Have now,Used to have but don't have now,High
ID_9RLQK0,lesotho,33,No,Yes,Don’t know,Don't know,Yes,97,97,97,2,Never had,,Yes,,,,,,,,,,No,No,Yes,Yes,,,,,,,,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_RMG7F9,eswatini,34,Yes,Yes,No,No,Yes,2000,200,800,5,Never had,Have now,Yes,Yes,Female,No,No,Never had,"Yes, sometimes",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,,4,Never had,Never had,,Never had,Have now,Low
ID_ITWPHK,lesotho,59,Yes,No,No,Yes,Yes,97,97,97,3,Never had,Have now,Yes,,,,,,,,,,Don't know,Yes,No,Yes,,,,,,,,Yes,Never had,Used to have but don't have now,Low
ID_7EKVZA,malawi,32,Yes,No,Yes,Yes,No,2000000,7200000,24000000,3,,Never had,No,Yes,Male,"Yes, sometimes",Yes,Never had,No,No,Yes,No,,Yes,No,No,Never had,Never had,Never had,Yes,,,,No,,,Low
ID_FU547O,lesotho,34,Yes,No,No,Don't know,Yes,4000,3200,4000,2,Never had,Have now,,,,,,,,,,,No,Yes,No,,Used to have but don't have now,Used to have but don't have now,Used to have but don't have now,,,,,Yes,Never had,Used to have but don't have now,Low
ID_9GNCTI,eswatini,45,Yes,No,No,Yes,Yes,2500,10000,17000,3,Never had,Used to have but don’t have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,No,No,No,Yes,Yes,Yes,Used to have but don’t have now,Never had,Used to have but don’t have now,,11,Never had,Never had,,Never had,Never had,Low
ID_FBDWU1,malawi,27,Yes,Yes,No,No,No,70000,800000,1080000,8,,Never had,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,No,Yes,Yes,No,,Yes,No,No,Never had,Never had,Never had,No,,,,Yes,,,Low
ID_6WKLX2,malawi,24,Don’t know or N/A,No,No,Don't know,Yes,45000,20000,3000,4,,Have now,Yes,Yes,Male,No,No,Never had,Yes,Yes,Yes,No,,Yes,No,Yes,Never had,Never had,Never had,No,,,,Yes,,,Low
ID_GFJK3G,malawi,50,Don’t know or N/A,Yes,No,Don't know,Yes,40000,8000,20000,14,,Never had,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,Yes,No,,Yes,Yes,No,Never had,Never had,Never had,No,,,,Yes,,,Low
ID_07FPY1,eswatini,31,No,No,No,No,Yes,1500,5500,80000,1,Never had,Have now,0,Yes,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,Don't know,Yes,,Yes,Never had,Never had,Never had,,1,Never had,Never had,,Never had,Never had,Low
ID_EZA9AG,lesotho,52,Yes,Yes,No,Yes,Yes,5000,500,1000,1,Never had,Have now,,,,,,,,,,,Don't know,Yes,No,Yes,Used to have but don't have now,Used to have but don't have now,Have now,,,,,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_NRY632,eswatini,48,Yes,No,No,No,Yes,2400,2400,3750,8,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,No,Yes,,Yes,Never had,Never had,Never had,,4,Never had,Never had,,Never had,Used to have but don’t have now,Low
ID_890YMT,malawi,22,Yes,Yes,No,Yes,Yes,4000,3500,8500,4,,Never had,No,No,Female,"Yes, sometimes",Yes,Never had,No,Yes,Yes,No,,Yes,Yes,No,Never had,Never had,Never had,Yes,,,,Yes,,,Low
ID_KVTUO1,zimbabwe,51,Yes,No,No,Don't know,Yes,100,600,2400,13,Never had,Have now,Yes,Yes,Female,No,Yes,Never had,No,Don't know,Yes,Yes,No,,,,,,,No,0,Have now,Have now,Yes,,,Medium
ID_1DJVVH,lesotho,57,Don’t know or N/A,No,No,Don't know,No,1450,45,1500,40,Never had,,Yes,,,,,,,,,,Yes,Yes,No,,,,,,,,,Yes,Used to have but don't have now,Used to have but don't have now,Medium
ID_JDAN08,eswatini,39,Yes,No,No,Yes,Yes,1200,500,2300,23,Never had,Have now,0,Yes,Male,No,Yes,Never had,No,No,No,No,No,Yes,,,Never had,Never had,Never had,,6,Never had,Never had,,Used to have but don’t have now,Never had,Low
ID_NL0UT5,lesotho,29,Yes,Yes,No,Don't know,Yes,1000,800,1000,3,Never had,,,,,,,,,,,,Don't know,Yes,Yes,Yes,,,,Yes,,,,No,Never had,Never had,Medium
ID_BTRVXO,lesotho,32,Yes,No,No,Don't know,Yes,8000,15000,10000,4,Never had,Have now,,,,,,,,,,,No,Yes,No,,,,,Yes,,,,No,Never had,Used to have but don't have now,Low
ID_7NSZA2,malawi,39,Don’t know or N/A,Yes,No,Don't know,Don't know,100000,3000,30000,10,,Have now,No,Yes,Female,"Yes, sometimes",No,Have now,Yes,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,,Yes,No,No,Never had,Never had,Never had,No,,,,Yes,Have now,Used to have but don't have now,Medium
ID_UD85ZY,zimbabwe,50,Yes,No,No,No,Yes,300,960,2400,3,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",No,Yes,No,Yes,,,,,,,Yes,2,Never had,Never had,Yes,,,Low
ID_LZM7OD,lesotho,45,Yes,No,No,Yes,No,3000,1000,3000,10,Never had,Have now,,,,,,,,,,,No,Yes,No,,,,,,,,,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_ATS0X7,zimbabwe,22,Yes,No,No,No,Yes,140,5400,12600,1,Never had,Have now,Yes,Yes,Female,No,No,Never had,"Yes, sometimes",No,Yes,No,No,,,,,,,Yes,2,Have now,Have now,,,,Medium
ID_GA46AY,eswatini,26,Yes,Yes,Yes,No,Yes,2800,1200,4000,3,Never had,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,Yes,Yes,Yes,Yes,Never had,Never had,Have now,,4,Never had,Never had,,Never had,Used to have but don’t have now,Low
ID_JHJZQ9,zimbabwe,45,Yes,No,Yes,Don't know,Don't know,6000,4000,11000,24,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,No,Don't know,Yes,No,Yes,,,,,,,No,0,Never had,Never had,,,,Low
ID_LVXS3X,zimbabwe,34,Yes,No,No,No,Yes,100,14400,18000,6,Never had,Have now,Yes,Yes,Female,No,Yes,Never had,No,Don't know,No,No,No,,,,,,,No,1,Never had,Never had,Yes,,,Low
ID_P5WLF0,lesotho,40,No,No,No,Yes,No,700,300,150,1,Never had,,,,,,,,,,,,Don't know,Yes,Yes,Yes,,,,,,,,Yes,Used to have but don't have now,Used to have but don't have now,Medium
ID_K0F3BT,zimbabwe,37,Yes,Yes,No,No,No,150,1440,1200,1,Never had,,Yes,No,Female,"Yes, sometimes",Yes,Never had,No,No,No,No,No,,,,,,,No,3,Never had,Never had,Yes,,,Low
ID_U0INWT,lesotho,26,No,No,No,Don't know,Yes,97,50,500,15,Never had,Have now,,,,,,,,,,,No,No,Yes,Yes,,,,,,,,Yes,Used to have but don't have now,Used to have but don't have now,Medium
ID_4EPBO0,eswatini,37,Yes,Yes,Yes,Yes,Yes,2000,3000,4600,1,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",Yes,Yes,No,Don't know,Yes,,,Never had,Never had,Never had,,8,Never had,Have now,,Never had,Never had,Medium
ID_36KOF8,eswatini,48,Yes,No,No,Yes,Yes,6000,160000,380000,6,Never had,Never had,Yes,Yes,Male,No,Yes,Have now,"Yes, sometimes",Yes,Yes,No,No,Yes,Yes,Yes,Never had,Have now,Have now,,5,Never had,Have now,,Never had,Never had,High
ID_SPFQLF,lesotho,53,Don’t know or N/A,No,No,Don't know,Yes,4000,3000,1000,1,Never had,Have now,,,,,,,,,,,Don't know,Yes,No,Yes,Used to have but don't have now,Used to have but don't have now,Never had,,,,,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_R2FXV8,zimbabwe,57,Yes,No,No,Don't know,Yes,30,180,360,10,Never had,,,No,Male,"Yes, sometimes",No,Never had,No,Don't know, Do not know / N‎/A,No,No,,,,,,,No,0,Never had,Never had,Yes,,,Low
ID_5XYFC4,eswatini,37,No,No,No,Yes,Yes,1200,200,500,2,Never had,Have now,Yes,Yes,Female,No,Yes,Never had,"Yes, sometimes",Yes,Yes,No,No,Yes,Yes,Yes,Used to have but don’t have now,Never had,Have now,,10,Never had,Never had,,Never had,Never had,Low
ID_7FLV7E,malawi,52,Don’t know or N/A,No,No,Don't know,Don't know,2240000,60000,26880000,24,,Have now,Yes,Yes,Female,No,Yes,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,,Yes,No,No,Have now,Never had,Never had,No,,,,Yes,,,Medium
ID_QO09VS,eswatini,40,Yes,No,Yes,No,Yes,2000,3000,5800,4,Never had,Have now,0,Yes,Female,No,Yes,Never had,"Yes, always",No,Yes,No,No,Yes,,Yes,Have now,Have now,Have now,,11,Have now,Have now,,Never had,Never had,High
ID_ELLX8E,eswatini,30,No,Yes,No,No,No,20000,200,500,7,Never had,Have now,Yes,No,Male,"Yes, sometimes",No,Never had,"Yes, always",No,No,No,Yes,No,Yes,Yes,Never had,Never had,Have now,,11,Never had,Never had,,Used to have but don’t have now,Never had,Low
ID_9RR7S2,eswatini,29,Yes,No,No,Yes,Yes,700,70,200,0,Never had,Have now,0,Yes,Male,No,No,Never had,No,No,Yes,No,No,No,Yes,Yes,Have now,Never had,Used to have but don’t have now,,11,Never had,Never had,,Never had,Never had,Medium
ID_NT5DXI,lesotho,58,Yes,Yes,No,Yes,Yes,600,500,2000,4,Never had,Have now,,,,,,,,,,,Don't know,Yes,No,Yes,,,,,,,,Yes,Never had,Used to have but don't have now,Low
ID_53GRVX,zimbabwe,35,Yes,No,No,No,No,1800,1200,3000,7,Never had,,,Yes,Female,No,No,Have now,"Yes, sometimes",No,Yes,No,No,,,,,,,No,0,Never had,Never had,Yes,,,Medium
ID_74TJH5,lesotho,31,Yes,No,No,No,No,97,100,600,5,Never had,Have now,Yes,,,,,,,,,,No,Yes,No,Yes,Used to have but don't have now,Used to have but don't have now,Used to have but don't have now,,,,,Yes,Used to have but don't have now,Never had,Low
ID_B17ZYQ,lesotho,67,Yes,No,No,Yes,Yes,2150,500,2000,20,Never had,,Yes,,,,,,,,,,No,Yes,Yes,,,,,,,,,Yes,Used to have but don't have now,Used to have but don't have now,Medium
ID_FOWP47,lesotho,39,Yes,No,Yes,No,Don't know,50000,12000,25000,11,Never had,Have now,,,,,,,,,,,Yes,Yes,No,Yes,Used to have but don't have now,Have now,Have now,Yes,,,,No,Never had,Used to have but don't have now,Low
ID_01DVVH,lesotho,29,No,No,No,No,Yes,8000,4000,6000,6,Never had,Have now,,,,,,,,,,,No,Yes,No,Yes,Used to have but don't have now,Have now,Have now,,,,,Yes,Used to have but don't have now,Never had,Low
ID_U1KDJB,malawi,32,No,Yes,No,Don't know,Yes,450000,37500,5400000,1,,Never had,No,No,Female,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,No,No,,Yes,No,No,Never had,Never had,Never had,No,,,,No,,,Low
ID_4CE7PK,eswatini,44,Yes,No,Yes,No,Yes,7000,3000,5000,0,Never had,Have now,Yes,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,No,No,Yes,,Yes,Never had,Never had,Never had,,7,Never had,Have now,,Never had,Used to have but don’t have now,Medium
ID_Y6YDYB,malawi,52,Don’t know or N/A,No,No,Don't know,Don't know,900000,15000,30000,,,Have now,No,Yes,Male,No,No,Never had,No,Don?t know / doesn?t apply,Yes,No,,No,Yes,No,Never had,Never had,Never had,No,8,,,No,,,Low
ID_YL6KGL,zimbabwe,49,Yes,No,No,No,Yes,200,960,3600,0,Never had,Have now,,Yes,Male,No,Yes,Never had,"Yes, sometimes",No,Yes,No,No,,,,,,,No,6,Used to have but don't have now,Used to have but don't have now,,,,Low
ID_DIV8U3,zimbabwe,26,Yes,Yes,No,No,Don't know,3,2160,3240,3,Never had,,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",Yes,Yes,No,No,,,,,,,Yes,4,Never had,Never had,,,,Low
ID_NKCTQ7,lesotho,50,Yes,Don’t know or N/A,No,Don't know,Don't know,3000,2500,200,10,Never had,,,,,,,,,,,,No,Don't know,No,Yes,,,,Yes,,,,No,Used to have but don't have now,Used to have but don't have now,Low
